"2010年
n=2482","2011年
n=2174","2012年
n=2481","2013年
n=2730","2014年
n=2743","2015年
n=2420","2016年
n=2541","2017年
n=2454","2018年
n=4580","2019年
n=6045","2020年
n=6277","2021年
n=8152","2022年
n=6193","2023年
n=6225","2024年
n=6054"
4.4 ,21.1 ,22.9 ,36.8 ,46.7 ,51.1 ,59.8 ,71.7 ,74.3 ,85.0 ,88.9 ,92.8 ,94.0 ,96.3 ,97.0 
